,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
1368,30,5000,60050.0,4247,8231.95,96.08
2250,30,24269,637061.25,2094,7329.83,1248.64
7719,30,2832,13650.24,159,1984.83,19.14
9790,30,20327,93910.74,2130,6700.42,96.54
3821,60,168,1150.8,23,851.62,1.42
8346,60,5432,61001.36,506,635.95,62.71
2046,60,4314,49179.6,486,7445.8,96.39
1605,60,6376,136573.92,640,2751.0,294.45
3223,30,30912,200928.0,2405,11448.01,393.82
6525,1,1600,39200.0,1130,10893.85,46.14
7954,30,61059,352921.02,4305,9935.88,691.73
6408,20,516,16512.0,174,2061.8,27.24
1242,60,209,1703.35,12,764.62,2.73
359,30,50,917.0,2,378.0,1.8
8730,30,8000,37600.0,315,10807.98,52.72
3970,100,2996,266644.0,1426,33279.83,373.83
4269,60,19922,118336.68,3991,34670.93,139.28
211,60,1100,12540.0,159,2568.6,24.58
2393,60,75318,114483.36,5040,22965.4,183.17
1448,60,66370,680292.5,6243,25729.7,1088.47
746,30,1242,2782.08,96,1448.55,5.45
5042,120,100,3616.0,36,1084.27,7.8
4994,270,11,1062.3,6,2502.05,2.29
5675,20,424,13568.0,145,2572.68,29.25
5952,60,1956,11618.64,230,2215.81,14.37
7676,60,71568,787248.0,11441,55175.61,1298.96
5168,100,694,61766.0,285,4350.03,63.5
9009,60,420,588.0,36,843.36,0.97
7693,60,2268,5284.44,741,5716.86,7.41
7301,30,1773,7162.92,116,2035.84,10.04
6822,30,26432,141675.52,5212,24772.95,198.63
9744,30,560,2116.8,40,4100.0,2.18
7740,240,480,6000.0,173,2322.47,7.42
2803,180,75,3750.0,19,435.0,7.35
3323,120,288,19180.8,94,1061.0,23.73
5417,100,1500,120000.0,7500,19196.73,198.0
6304,60,10350,26806.5,582,2990.64,52.54
1064,240,13850,29777.5,35216,88801.0,47.64
8409,30,4737,27379.86,427,6061.01,59.03
2929,60,7850,46629.0,909,6020.53,57.68
3534,100,5200,364000.0,1179,14110.84,784.78
5672,120,100,6660.0,14,527.0,9.34
7420,60,194265,1307403.45,19976,67504.0,1344.01
1423,30,5,58.75,1,19480.97,0.13
2761,240,263,486.55,182,5970.85,0.6
1105,100,4300,309557.0,1017,519.71,495.29
4778,120,740,27750.0,203,2228.92,59.83
6712,30,24346,190385.72,2391,21326.73,314.14
854,60,22752,207043.2,2086,853.87,405.8
8285,30,7130,33511.0,669,2431.39,41.45
2323,60,1381,2416.75,232,1320.08,3.87
8233,30,34200,113886.0,7908,5496.08,140.88
922,100,1000,70000.0,228,4829.61,112.0
6472,20,292,9344.0,99,2162.55,13.1
4279,240,150,315.0,58,755.03,0.44
199,60,61021,725539.69,6768,38120.96,1160.86
6029,1000,720,16164.0,578,3089.83,19.99
5537,100,2835,252315.0,1352,30726.22,353.75
3890,30,54245,360729.25,5063,10748.74,595.2
3339,60,1040,7280.0,226,1962.1,9.01
1572,60,16698,190357.2,1901,18638.84,373.1
7434,60,6030,30692.7,542,4649.71,31.55
5515,300,340,10478.8,336,3899.33,12.96
7241,60,100156,244380.64,10687,21347.12,342.62
797,60,100000,700000.0,10303,35034.75,1120.0
4654,60,272,1863.2,37,722.35,1.92
4849,30,17701,79831.51,1552,18114.34,172.12
4416,30,45232,110366.08,2674,5301.65,182.1
5453,60,20000,43000.0,980,6020.81,44.2
8553,30,2011,13212.27,126,1661.0,21.8
1360,180,325,5512.0,2085,23866.2,10.8
19,100,1000,80000.0,341,2682.47,128.0
2960,60,25000,65000.0,3098,12745.06,107.25
3136,60,1200,13308.0,128,1069.31,13.68
9192,240,14146,27584.7,5475,17114.5,34.12
3595,60,2550,5074.5,199,5215.49,5.22
5561,60,579,3966.15,103,1393.29,4.08
6167,100,2070,165600.0,988,19368.23,232.17
3573,20,4445,142240.0,1112,18669.96,306.67
2151,60,50000,472500.0,4655,2347.91,756.0
9692,90,1000,9300.0,68,1004.86,11.5
6370,20,5439,174048.0,2097,9634.16,215.3
4031,1,13,11.7,1,137.5,0.02
8818,60,100000,652000.0,8528,8635.96,670.26
9523,60,187,1312.74,125,1554.64,1.84
4137,20,135,3915.0,47,379.65,5.49
5839,30,150000,1029000.0,10156,13731.6,1697.85
3955,30,14000,49000.0,1400,2859.58,57.67
3174,30,38530,394932.5,5640,9481.92,405.99
2207,240,2976,5713.92,209,5463.97,11.2
7188,60,4226,34906.76,8,10891.66,57.6
3744,30,6100,307440.0,928,2093.32,662.84
9586,120,17497,512837.07,4898,18461.22,719.0
4657,20,4250,136000.0,1386,13215.15,190.67
3082,60,1411,46563.0,145,1950.74,47.87
8201,30,221799,1066853.19,58270,47389.63,1495.73
9706,240,241,2050.91,64,7300.0,2.54
5642,120,28000,862960.0,7025,46002.44,1423.88
3529,60,356876,867208.68,16391,20258.29,1430.89
7345,60,180892,408815.92,6502,34400.04,505.71
4017,60,1680,12600.0,389,9674.88,24.7
1420,60,2510,9789.0,190,1317.4,21.11
6911,30,90000,946800.0,24375,15847.18,1171.19
9245,60,114630,771459.9,10166,4909.97,793.06
7797,60,2788,31950.48,285,1883.0,39.52
8824,60,20000,74600.0,3431,19379.94,92.28
6885,30,12567,154574.1,1482,5474.0,191.21
1591,30,240,6300.0,21,7445.8,12.35
648,20,7000,224000.0,2379,21686.21,439.04
1371,30,139,3648.75,192,13538.35,7.15
8413,60,10453,30313.7,1001,3228.26,59.41
7993,30,1590,31672.8,174,9736.1,68.29
6742,60,27452,412878.08,3898,11292.05,681.25
9481,60,20642,176489.1,1778,28585.57,291.21
10135,90,4000,29200.0,244,3138.35,40.94
3512,100,115,920.0,173,4594.07,0.95
8822,60,2274,8527.5,100,1511.4,8.77
3978,120,3796,136656.0,1028,12609.89,294.63
5921,60,29847,70140.45,1403,6475.64,151.22
8923,30,188,893.0,17,9736.1,1.93
3370,100,2352,209328.0,1058,21683.23,293.48
4152,30,17760,177600.0,2523,4784.19,209.04
9248,30,151208,1590708.16,20501,13765.17,1967.71
4634,100,2024,141680.0,461,6923.2,277.69
7690,30,8257,66386.28,814,17090.0,93.07
6034,20,4848,140592.0,1784,8248.33,197.11
8899,30,2000,20000.0,168,2990.92,43.12
4341,100,6636,530880.0,1036,11163.27,1144.58
6766,60,350,4602.5,36,1188.75,6.45
6778,30,70000,273700.0,6889,17090.0,383.73
147,100,3500,280000.0,1194,5858.57,448.0
8311,60,10819,23260.85,411,29674.91,23.91
2689,30,3,49.5,1,969.55,0.07
7178,30,4200,17724.0,257,320.43,29.24
1311,120,2580,106038.0,559,3562.4,169.66
3518,20,5920,189440.0,1896,25136.39,312.58
230,20,100,2700.0,28,692.38,5.29
5245,240,45000,95400.0,16260,17060.14,205.68
9042,240,41998,81896.1,12489,9458.64,135.13
1542,30,2410,28245.2,182,1409.26,55.36
1191,240,2208,4239.36,827,7789.88,8.31
261,120,2040,83844.0,309,3777.93,164.33
5730,30,42240,195148.8,4589,27376.22,200.61
6493,120,6000,216960.0,1523,10051.89,425.24
9539,30,5785,35172.8,460,3571.6,58.04
2713,60,13000,105300.0,2672,2504.64,108.25
1624,240,4316,17048.2,6634,15561.0,27.28
9593,60,53922,130491.24,9697,18461.22,182.95
5304,30,64771,506509.22,4398,5298.03,1092.03
4622,30,54247,424211.54,3728,3646.13,914.6
6890,30,20160,224784.0,22074,21108.57,278.06
8071,60,54869,127844.77,2630,3402.23,210.94
5188,100,2100,151200.0,1016,16061.5,325.99
4646,100,8178,727842.0,1407,15200.59,1569.23
6656,60,64241,549260.55,6234,31214.27,1184.21
9989,60,64995,163137.45,4618,13398.06,269.18
5155,60,4980,40338.0,695,1377.02,49.9
1972,240,1440,3024.0,538,7100.67,4.84
7402,60,3200,12000.0,166,1137.18,14.84
10233,60,27293,306500.39,2525,2352.53,379.14
4176,60,50000,405000.0,6918,22886.81,500.98
6604,60,3519,8586.36,2538,6298.34,16.83
324,100,1116,78120.0,255,5303.05,124.99
4159,120,1464,154437.73,255,4204.67,254.82
4100,100,2400,230400.0,978,10159.15,236.85
8334,30,71,959.92,7,22.29,0.99
4612,90,46855,637228.0,7712,13491.19,1051.43
9502,60,88433,730456.58,8935,21326.73,1205.25
610,20,4916,157312.0,1651,23300.18,308.33
9770,60,362,720.38,16,919.81,0.74
6543,30,2865,32918.85,332,6973.87,40.72
5425,120,480,17356.8,127,1400.91,37.42
7393,60,24436,55225.36,2342,5445.73,68.31
9354,240,4077,7746.3,1404,8329.13,16.7
2820,60,16300,181745.0,2011,11648.31,356.22
6528,1,40,920.0,30,835.01,1.98
1113,25,3,0.03,3,99.0,0.0
1716,100,250,2.5,61,1225.42,0.0
3622,300,300,18246.0,275,1015.98,25.58
3083,100,4872,389760.0,1978,16876.25,458.75
6425,100,5905,525545.0,2402,35747.28,540.26
1161,60,528,1536.48,4211,3227.48,2.46
3360,30,71984,478693.6,6719,9726.54,789.84
3280,30,30118,97281.14,1782,9648.44,120.34
10050,60,270,372.6,16,1109.0,0.61
8572,60,76,224.2,248,481.71,0.37
1778,60,27588,325538.4,3146,14538.36,638.06
6248,100,6152,547528.0,1059,91.67,767.63
7084,60,4000,35040.0,263,2458.26,75.55
3114,1,2988,73206.0,1992,26266.34,90.56
3725,30,1760,3555.2,126,798.95,4.98
10067,30,6667,26067.97,406,3062.18,36.55
5421,100,6500,520000.0,2634,30778.29,534.56
9407,60,2300,37812.0,336,6147.18,81.52
5843,1,2988,73206.0,1992,27313.0,90.56
1053,30,5000,17350.0,263,1699.0,27.76
5030,30,54383,184902.2,4668,20869.6,259.23
1771,60,44440,151096.0,8276,6120.06,241.75
1911,90,672,10752.0,128,845.0,17.2
2891,60,20000,43000.0,1044,5145.69,44.2
3337,180,2737,46419.52,805,1659.71,100.08
6790,60,2548,33022.08,3090,11188.53,46.3
6662,60,2996,9587.2,6022,6500.45,20.67
1012,20,138,4416.0,56,1060.43,8.66
8963,60,40213,343821.15,3457,35689.71,741.28
5926,60,22430,41271.2,939,2040.93,57.86
7960,60,990,7454.7,109,10331.78,16.07
8099,60,267671,3003268.62,37993,18495.9,4955.39
1444,120,4000,164400.0,1015,3256.0,263.04
4971,30,54000,252180.0,4568,6105.79,543.7
5674,30,32673,375412.77,3425,11077.85,464.39
8336,60,1056,8564.16,155,994.25,8.8
1200,60,4794,122007.3,475,3588.34,239.13
8940,60,176143,1543012.68,15200,9735.95,3326.74
5170,60,336,836.64,37,1845.9,1.03
7324,30,238606,2510135.12,31473,24816.73,3105.04
1924,240,5581,10715.52,1988,6146.0,17.14
8642,30,90000,342900.0,7867,21567.19,480.75
5654,60,9377,50542.03,692,8494.45,83.39
5544,100,4,32.0,2,1076.15,0.05
10076,60,66980,314806.0,1838,5530.11,519.43
9471,240,4000,7800.0,1496,14897.04,16.82
1185,60,3574,31308.24,14,1375.36,61.36
6819,30,2500,56250.0,2147,8211.03,78.86
1307,30,1600,3200.0,2519,15252.7,5.12
1210,60,14066,159649.1,1593,9547.7,312.91
8825,120,32905,648557.55,5111,10944.73,666.72
9501,30,17038,152830.86,1722,21326.73,252.17
5840,20,5,160.0,2,592.46,0.31
2529,100,600,43200.0,137,1732.74,69.12
7493,60,4893,11938.92,235,1326.89,25.74
9928,60,1700,19074.0,224,6147.18,41.12
7981,90,769,7743.83,93,4519.96,15.18
611,20,2500,80000.0,844,8101.57,156.8
8214,60,42717,366511.86,5732,25118.88,453.38
1413,60,8732,25322.8,485,7302.48,49.63
4799,60,206475,501734.25,12077,19328.36,1081.74
5196,100,3050,271450.0,1238,22872.42,335.78
3426,30,18616,188952.4,2101,4384.01,194.24
8604,30,137269,579275.18,8474,3279.25,955.8
5354,60,42500,341700.0,3868,16210.31,479.06
2101,100,422,58658.0,3093,1547.0,93.85
7664,240,4448,8673.6,1663,1102.3,14.31
3854,1,115,575.0,115,2660.05,0.71
338,100,1123,78610.0,257,2873.56,154.08
8551,240,14000,27300.0,14413,5491.01,45.04
4868,60,21080,189720.0,1716,17074.8,371.85
5486,1,4000,98000.0,2764,40716.16,115.35
8076,30,10000,65700.0,716,2976.29,108.4
1786,30,50,1312.5,5,286.65,2.57
7048,60,6050,17545.0,442,5028.04,34.39
2590,60,30874,93856.96,1822,9742.0,150.17
2342,120,2121,87173.1,465,2206.0,139.48
8761,60,841,3153.75,73,1500.0,3.9
1243,60,1051,37625.8,373,1850.0,60.2
343,30,50,1183.5,2,330.0,1.89
1946,84,630,6041.7,185,1214.2,9.67
6741,30,103,626.24,1072,5636.3,0.88
456,60,2180,6997.8,242,5881.57,11.2
6203,30,18000,360000.0,2402,1832.54,370.08
736,1,3510,80730.0,2535,20083.74,158.23
4415,30,3000,71010.0,363,777.0,139.18
6694,30,10114,87283.82,1019,4969.87,188.18
7137,240,1000,1950.0,830,6555.75,4.2
2750,100,2915,0.0,1208,20583.37,0.0
9993,240,4965,10426.5,1784,2503.33,17.2
7995,60,27440,240374.4,2475,4964.27,471.13
1008,60,38736,348624.0,3080,33235.44,683.3
8541,30,2559,22570.38,338,3397.95,37.24
1644,90,422,7152.9,514,740.43,11.44
7230,60,2000,20580.0,274,2371.06,28.85
1810,30,873,22916.25,76,7445.8,44.92
6384,240,8500,18020.0,3061,3530.94,29.73
5983,240,13863,19824.09,5467,11447.38,20.38
6392,100,1268,101440.0,516,9802.95,125.48
6217,120,3393,73967.4,915,6006.37,76.04
10240,100,4000,5200.0,750,3138.81,6.43
5877,30,128467,581955.51,11033,11203.81,1254.7
6338,1,5994,146853.0,3996,53102.22,150.96
9031,240,284,525.4,103,1783.38,0.87
4890,60,60678,491491.8,8402,28304.85,607.98
8115,30,53279,438486.17,5494,15322.73,723.5
7623,60,9073,22228.85,1406,5479.15,36.68
1722,60,39000,288600.0,7719,6260.71,461.76
9111,30,50400,197064.0,3090,16603.9,276.28
4445,100,2104,168320.0,917,16661.34,208.21
7554,30,1328,15604.0,122,6147.18,33.64
7159,60,5125,77080.0,523,3949.19,127.18
8922,30,3500,16625.0,309,9736.1,35.84
307,20,4500,144000.0,2300,38425.29,230.4
5788,30,48640,260224.0,4746,98521.56,364.83
3237,100,75,5827.5,19,718.32,8.17
8419,60,76000,506160.0,8280,15328.58,992.07
5514,30,47970,676377.0,5438,23708.81,948.28
1117,240,5056,9707.52,2166,22956.0,15.53
7296,30,8300,50381.0,760,4880.14,62.32
2926,1,2072,50764.0,1383,18323.97,62.8
7098,60,12000,32760.0,733,5121.68,70.63
4944,60,6155,91894.15,590,146.5,151.63
353,100,1000,71990.0,296,2648.82,115.18
5889,25,5080,101600.0,1694,12127.58,219.05
9159,30,26940,126618.0,2517,11803.13,156.63
2703,30,17760,177600.0,2516,3816.3,209.04
3948,120,388,25840.8,68,1571.76,31.97
3924,30,69255,312340.05,5887,4232.71,515.36
291,20,10000,270000.0,3045,28118.58,432.0
9295,30,19913,268626.37,1828,1955.17,276.15
8865,60,912,3283.2,71,134.0,3.38
1700,30,50000,600500.0,3882,5468.93,960.8
433,120,2000,164400.0,513,5866.31,263.04
2825,60,24480,58752.0,3536,20910.43,115.15
3260,30,300,477.0,14,350.02,0.67
7924,30,56994,263312.28,5358,5894.11,309.92
8552,240,20000,36000.0,7482,6801.72,59.4
10068,30,94153,521607.62,10684,27441.22,731.29
4941,100,3038,270382.0,1234,21084.84,334.46
5400,60,17584,142430.4,2446,4559.25,167.64
8083,60,112000,281120.0,6449,7962.26,606.09
4154,180,1000,50000.0,254,881.33,107.8
8483,60,31836,278883.36,2565,25670.1,601.27
2772,60,150000,430500.0,9306,10511.33,710.32
440,100,4300,309557.0,979,8690.26,495.29
7435,30,558,7544.16,49,181.92,7.76
6202,30,11517,37315.08,1006,3001.35,46.16
5955,100,130,10400.0,60,1360.14,14.58
3304,100,15,1125.0,18,803.6,1.58
3263,60,3600,6480.0,216,2612.79,6.66
1411,60,192,1445.76,11,1112.31,2.83
6649,30,6203,72885.25,560,6147.18,157.14
7257,60,1224,9449.28,3637,25634.47,13.25
3745,240,367,734.0,161,2038.97,0.75
5954,30,29146,135528.9,2870,19430.86,139.32
1545,60,10000,79000.0,581,3238.0,154.84
4514,60,92887,678075.1,4810,6599.86,1118.82
9512,30,10944,46183.68,726,15322.73,76.2
5194,120,1435,117957.0,355,5101.21,194.63
8657,60,53733,148303.08,2232,6933.76,207.92
2280,30,13941,80578.98,986,5097.09,173.73
7271,30,11994,64287.84,1199,7918.0,90.13
1565,30,2063,24178.36,176,3680.33,47.39
4702,100,8276,736564.0,2050,23226.6,1215.33
2388,60,1925,15688.75,111,1355.06,25.1
6830,30,9767,52351.12,852,3026.61,73.4
9509,60,2548,38321.92,257,361.73,63.23
9975,60,972,2507.76,58,5596.5,4.14
1276,100,2623,27279.2,159,1007.34,43.65
9251,60,85800,321750.0,5605,45180.63,330.76
6858,60,1927,13026.52,466,5724.4,16.11
2213,30,100000,2625000.0,9000,14036.31,5145.0
9686,60,46050,179134.5,2847,5703.06,221.59
4527,60,38341,111955.72,4522,6369.8,241.38
4819,100,2744,244216.0,1235,25577.15,342.39
6475,120,1114,67753.48,266,6568.7,83.81
8361,60,1766,3514.34,152,1330.99,3.61
7251,120,5000,148400.0,1199,7070.0,208.06
3186,60,1008,8678.88,1015,3796.95,17.01
3990,30,2240,7683.2,216,2698.28,16.56
8337,240,800,6800.0,297,2282.79,6.99
5249,60,131138,323910.86,6360,12225.76,698.35
6956,60,36852,240275.04,3324,4266.62,247.0
59,100,28,9800.0,109,782.13,15.68
468,100,8,560.0,5406,559.95,0.9
4955,20,1686,53952.0,564,5806.53,116.32
3430,300,2626,80933.32,2584,20480.64,95.26
8623,60,852,5802.12,46,1255.62,8.13
6873,30,13481,44891.73,1296,20761.0,55.53
5894,100,8,560.0,2,807.65,1.1
7087,60,54096,473880.96,4660,9736.1,1021.69
453,120,800,65760.0,208,3449.4,105.22
6025,20,3000,96000.0,909,10203.1,98.69
4064,60,10762,87172.2,1485,2702.63,107.83
1205,60,98000,294000.0,9522,13518.56,576.24
8669,60,10727,46126.1,945,7579.6,64.67
3158,30,23389,268739.61,2741,4802.92,332.43
3361,100,3319,265520.0,1351,9168.48,272.95
1135,30,2100,25221.0,181,690.39,40.35
4079,60,22500,52875.0,2145,17858.68,74.13
1076,60,10044,95418.0,7341,10879.28,152.67
9046,90,6510,57743.7,830,1698.83,95.28
4887,30,71348,227600.12,4334,8144.11,281.54
9460,30,156,1024.92,9,12601.07,1.69
1748,20,1250,40000.0,394,157.5,78.4
3409,30,7000,24850.0,2190,3467.7,25.55
4715,100,5,360.0,3,787.28,0.78
9641,30,132320,621904.0,12328,9405.81,871.91
2805,100,337,29993.0,181,4978.09,42.05
8599,60,23,53.59,1,522.42,0.08
5080,60,3184,6336.16,250,2794.21,6.51
3435,20,1000,32000.0,345,8858.67,62.72
1792,30,28454,312994.0,3279,8288.78,613.47
2831,20,8460,270720.0,2753,25485.81,334.88
60,100,84,11676.0,54,871.57,22.88
2156,240,30563,60209.11,10621,37199.06,96.33
3860,336,36,7434.36,111,7300.68,12.27
8194,120,17500,539350.0,6649,27350.2,756.17
5567,20,25,725.0,7,130.0,0.9
2914,30,84000,965160.0,9479,14402.92,1193.9
8054,30,129998,1419578.16,11115,16482.05,3060.61
3048,240,55000,114400.0,20419,17267.14,246.65
5086,100,2737,218960.0,1300,23269.06,306.98
6057,100,3781,0.0,1642,25778.9,0.0
4587,120,1324,108832.8,334,2171.57,179.57
8359,60,7526,41393.0,507,1263.0,42.55
3846,60,120,840.0,29,260.0,1.65
7896,30,14420,66764.6,1467,1319.21,68.63
6596,60,30060,337273.2,3508,5254.1,661.06
4132,180,1015,50750.0,257,1167.97,109.42
367,60,336,2520.0,18,2525.73,4.94
8856,60,3194,24657.68,23220,51645.79,25.35
2756,60,4000,112000.0,655,5300.24,184.8
6676,30,6993,45944.01,629,4277.04,75.81
7694,120,4001,118749.68,972,17102.56,166.49
5365,240,2468,7231.24,907,650.81,15.59
9049,90,1530,13571.1,233,25231.96,19.03
4090,30,4176,19209.6,426,2251.94,23.76
5684,30,961,1201.25,53,1203.4,1.49
201,60,18030,26143.5,1114,5822.44,41.83
1490,30,96,1872.0,5,636.52,3.0
1292,60,100,1550.0,195,2587.9,2.48
8930,60,2159,16667.48,454,3219.93,35.94
4397,20,427,13664.0,139,2473.96,16.9
4328,100,507,36504.0,67,4400.85,71.55
2321,25,2492,49840.0,738,3085.84,79.74
9137,30,810,11307.6,52,1600.0,15.85
9541,60,34054,101821.46,1309,3279.25,168.01
8721,30,3000,12120.0,188,1478.35,14.99
601,1,6998,160954.0,5057,44347.71,257.53
2196,60,39068,132831.2,4510,3540.35,212.53
8741,60,60000,495600.0,8750,28864.27,613.06
8537,60,88719,493277.64,11668,15697.15,1063.51
688,100,8,1112.0,6,3238.79,1.78
3652,60,200,3148.0,22,3587.81,6.79
8098,30,13154,262027.68,1456,3949.18,564.93
6981,60,46973,187892.0,3237,4208.35,193.15
9231,30,3456,16243.2,358,3590.0,16.7
4536,120,1922,116896.04,467,1842.23,163.89
7147,60,1988,6461.0,1671,5346.74,13.93
4852,100,240,19200.0,100,2274.64,26.92
3552,100,2835,252315.0,1352,31284.02,353.75
1752,200,3250,4550.0,315,6381.87,8.92
7036,120,10000,196600.0,7041,28406.4,231.4
9876,60,3690,5387.4,177,6036.96,11.62
5940,30,92500,435675.0,7878,8134.37,718.86
8254,60,45233,316631.0,3984,20074.74,391.67
7621,60,45084,113160.84,2698,12676.4,186.72
4197,20,875,28000.0,292,4462.61,34.64
9465,60,84,210.84,6,3402.23,0.45
4218,1,25004,612598.0,17367,161962.32,858.86
442,20,3150,100800.0,1080,15987.05,161.28
5134,30,16716,76893.6,1874,7487.81,95.12
3597,60,17240,131886.0,1496,2480.22,184.9
7349,30,1920,9024.0,160,1527.29,11.16
1817,240,2917,5600.64,1348,5233.52,10.98
3030,100,1337,106960.0,639,12022.17,149.96
4224,60,23355,54884.25,1073,5221.88,90.56
1560,20,750,24000.0,241,188.0,47.04
3501,30,45632,210819.84,4539,22271.36,216.72
8965,60,6580,15331.4,579,4658.75,33.05
6443,100,1500,120000.0,606,8158.8,123.36
570,40,331,25156.0,366,7915.98,40.25
6310,240,20000,185600.0,7670,7175.68,306.24
2811,20,2769,88608.0,876,8969.97,124.23
9815,30,600906,5768697.6,67880,78454.01,5930.22
2990,100,4000,400000.0,1624,16994.9,494.8
9002,90,811,7874.81,103,1224.02,16.98
1171,30,17067,448008.75,1481,14974.4,878.1
7354,240,2133,4479.3,1784,4017.69,5.54
5121,30,2000,39000.0,280,3029.18,40.09
4806,60,15945,35876.25,1479,5180.86,50.3
5685,100,1993,143496.0,967,14582.14,309.38
3106,30,27122,311631.78,2843,9740.27,385.49
2225,30,13473,148203.0,1146,3680.33,290.48
6682,30,57468,248261.76,4915,13398.06,409.63
2314,20,2500,80000.0,841,3818.4,128.0
8282,30,39360,189321.6,4174,10900.0,234.19
8629,60,16947,41011.74,1956,8709.0,57.5
10229,90,135,1255.5,8,1231.6,1.55
2009,30,100000,2625000.0,88190,11519.94,5145.0
7935,60,21000,41790.0,25880,46111.55,49.19
7297,60,5024,23110.4,2732,10680.14,32.4
3942,60,466,18928.92,69,802.85,22.28
6979,60,106754,881788.04,28021,19662.09,906.48
4651,60,2400,5640.0,726,7388.14,12.16
5117,60,23845,356005.85,2283,3649.67,587.41
2970,240,2052,3098.52,908,6438.91,3.83
4610,120,120,4339.2,36,1025.69,8.5
4244,60,236129,559625.73,11917,17266.6,1206.55
6986,240,1135,1713.85,1165,13290.31,1.76
1005,100,60,21000.0,144,4185.29,41.16
5522,100,120,9600.0,55,846.69,9.87
6709,240,13993,27286.35,5262,27823.07,45.02
3723,60,61290,698706.0,7965,65851.29,1506.41
6788,60,80032,785113.92,11720,11702.27,1100.73
6854,90,49,357.7,110,3178.0,0.44
9028,60,129958,1458128.76,18907,15322.73,2405.91
7210,60,96018,223721.94,4271,3825.8,369.14
8129,60,23,53.59,1,522.42,0.08
9286,30,54147,643807.83,6425,35476.0,661.83
5398,20,8261,264352.0,298,16397.94,271.75
3040,20,400,12800.0,132,1692.7,17.95
7375,90,266,2473.8,17,1200.0,3.06
7229,60,17827,138694.06,2939,17665.42,194.45
1469,60,200,608.0,4241,25442.0,0.97
6116,100,2499,199920.0,1191,23808.37,329.87
6216,60,336,2436.0,19,8495.83,5.25
3503,1,13,11.7,2,1193.15,0.02
10205,30,20160,224784.0,2277,10942.88,278.06
3826,30,38692,415552.08,4707,32683.47,427.19
1540,60,6786,63449.1,620,2739.3,124.36
2319,90,604,9664.0,72,723.59,15.46
5073,100,129,11481.0,60,1133.17,18.94
6054,90,17357,173222.86,2301,4573.2,373.47
4720,20,5500,176000.0,1907,17975.84,344.96
322,100,2000,143980.0,455,4113.16,230.37
4007,60,90,126.0,6,941.74,0.18
1391,30,260,6825.0,28,1180.71,13.38
1154,240,9187,19292.7,3435,40301.65,30.87
7738,60,9577,92130.74,6889,24138.35,129.17
4768,100,4817,385360.0,2305,43338.93,755.31
5740,60,712,10680.0,147,1836.81,23.03
972,100,3622,289760.0,1091,15045.56,567.93
5559,300,610,18800.2,708,3428.37,19.33
1322,60,40000,288000.0,7393,6051.02,460.8
1535,60,2700,19980.0,199,1476.8,31.97
1467,60,85000,289000.0,14311,63886.29,462.4
3579,60,12000,37080.0,708,3891.2,72.68
210,120,434,35674.8,113,2709.98,69.92
4334,1,5060,25300.0,2486,46552.3,35.47
3373,60,34464,310176.0,2768,29603.24,607.94
3631,20,362,11584.0,134,1941.34,14.33
7904,60,10059,21928.62,632,2643.5,25.81
8286,120,88,1848.0,95,771.9,2.29
3807,200,98,1233.82,22,1662.72,1.73
5011,1,4099,100425.5,2733,36060.0,103.24
1147,30,1747,19217.0,152,1340.96,37.67
3127,60,36000,129600.0,2205,9815.52,133.23
5017,30,3000,39000.0,201,1120.57,84.08
3891,1,1362,33369.0,970,8851.4,46.78
3763,30,113000,731110.0,7569,11986.59,1206.33
